show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2628,DATA SCIENCE,"Coronavirus, Explained",PYTHON,,USA,"April 26, 2020",2020,TV-PG,1 Season,"Docuseries, Science & Nature TV","In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll."
s2629,DATA SCIENCE,The Last Kingdom,PYTHON,"Alexander Dreymon, Emily Cox, David Dawson, Ian Hart, Rune Temte, Matthew Macfadyen, Rutger Hauer, Tobias Santelmann, Peter Gantzler, Adrian Bower, Joseph Millson, Henning Valin Jakobsen, Alexandre Willaume, Thomas W. Gabrielsson",UK,"April 26, 2020",2020,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Action & Adventure","As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright."
s2641,DATA SCIENCE,After Life,PYTHON,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan, Mandeep Dhillon, David Bradley, Ashley Jensen, Kerry Godliman",UK,"April 24, 2020",2020,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies","Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help."
s2652,DATA SCIENCE,Absurd Planet,PYTHON,Afi Ekulona,USA,"April 22, 2020",2020,TV-PG,1 Season,"Docuseries, Science & Nature TV, TV Comedies","A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth’s most incredible animals."
s2653,DATA SCIENCE,Circus of Books,PYTHON,,USA,"April 22, 2020",2020,TV-MA,87 min,"Documentaries, LGBTQ Movies","For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times."
s2658,DATA SCIENCE,Win the Wilderness,PYTHON,,UK,"April 22, 2020",2020,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV","Six couples compete to prove they've got the survival skills to win the deed to an extraordinary home deep in the vast, rugged wilderness of Alaska."
s2660,DATA SCIENCE,Middleditch & Schwartz,PYTHON,"Thomas Middleditch, Ben Schwartz",USA,"April 21, 2020",2020,TV-MA,1 Season,TV Comedies,Comedy duo Thomas Middleditch and Ben Schwartz turn small ideas into epically funny stories in this series of completely improvised comedy specials.
s2662,DATA SCIENCE,Cooked with Cannabis,PYTHON,"Kelis, Leather Storrs",USA,"April 20, 2020",2020,TV-MA,1 Season,Reality TV,"Chefs compete to get the hosts and special guests high on elevated cannabis cuisine with their artful use of leafy herb, THC infusions and CBD sauces."
s2663,DATA SCIENCE,The Midnight Gospel,PYTHON,"Duncan Trussell, Phil Hendrie, Drew Pinsky, Joey Diaz, Natasha Leggero, Johnny Pemberton, Christina Pazsitzky, Anne Lamott, Damien Echols, Trudy Goodman, Maria Bamford, Pauly Shore, Doug Lussenhop, David Nichtern, Steve Little, Caitlin Doughty, Stephen Root",USA,"April 20, 2020",2020,TV-MA,1 Season,TV Comedies,"Traversing trippy worlds inside his universe simulator, a space caster explores existential questions about life, death and everything in between."
s2667,DATA SCIENCE,#blackAF,PYTHON,"Kenya Barris, Rashida Jones, Iman Benson, Genneya Walton, Scarlet Spencer, Justin Claiborne, Ravi Cabot-Conyers",USA,"April 17, 2020",2020,TV-MA,1 Season,TV Comedies,"Kenya Barris and his family navigate relationships, race and culture while grappling with their newfound success in this comedy series."
s2673,DATA SCIENCE,Sergio,PYTHON,"Wagner Moura, Ana de Armas, Brían F. O'Byrne, Clemens Schick, Bradley Whitford",USA,"April 17, 2020",2020,R,119 min,"Dramas, Independent Movies","Passions, ideals and bitter realities collide as charismatic UN diplomat Sergio Vieira de Mello becomes trapped in a life-threatening situation in Iraq."
s2679,DATA SCIENCE,Jem and the Holograms,PYTHON,"Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Juliette Lewis, Molly Ringwald, Ryan Guzman, Nathan Moore, Barnaby Carpenter, Nicholas Braun",USA,"April 16, 2020",2015,PG,119 min,"Children & Family Movies, Dramas, Music & Musicals","After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await."
s2681,DATA SCIENCE,Puerto Ricans in Paris,PYTHON,"Luis Guzmán, Edgar Garcia, Alice Taglioni, Rosie Perez, Miriam Shor, Frédéric Anscombre, Rosario Dawson, Julie Ferrier, Michaël Cohen, Ravi Patel",USA,"April 16, 2020",2015,R,82 min,Comedies,New York police detectives Luis and Eddie experience culture shock and adventure when they head to Paris to track down a stolen couture handbag.
s2685,DATA SCIENCE,The Innocence Files,PYTHON,,USA,"April 15, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","The Innocence Project unravels missteps and deceit in a series of wrongful convictions, exposing the injustice inflicted on victims and the accused."
s2687,DATA SCIENCE,Chris D'Elia: No Pain,PYTHON,Chris D'Elia,USA,"April 14, 2020",2020,TV-MA,55 min,Stand-Up Comedy,Chris D'Elia takes the stage in Minneapolis to offer his thoughts on everything from self-censorship to problematic dolphins to lame mutant powers.
s2690,DATA SCIENCE,Surviving R. Kelly: The Impact,PYTHON,R. Kelly,USA,"April 13, 2020",2019,TV-14,85 min,Documentaries,"From public protests to viral movements, the aftermath of the R. Kelly docuseries is explored in this special featuring journalists and experts."
s2692,DATA SCIENCE,Brews Brothers,PYTHON,"Alan Aisenberg, Mike Castle, Carmen Flood, Marques Ray",USA,"April 10, 2020",2020,TV-MA,1 Season,TV Comedies,"Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos."
s2696,DATA SCIENCE,The Main Event,PYTHON,"Seth Carr, Tichina Arnold, Adam Pally, Ken Marino, Mike 'The Miz' Mizanin, Momona Tamada, Keith Lee, Babatunde Aiyegbusi, Kofi Kingston",USA,"April 10, 2020",2020,TV-G,103 min,"Children & Family Movies, Comedies, Sports Movies","Using special powers from a magical mask, a young WWE fan causes chaos when he enters a wrestling competition and fights an intimidating rival."
s2698,DATA SCIENCE,Tigertail,PYTHON,"Tzi Ma, Christine Ko, Hong-Chi Lee, Hayden Szeto, Kunjue Li, Fiona Fu, James Saito, Joan Chen",USA,"April 10, 2020",2020,PG,91 min,Dramas,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.
s2702,DATA SCIENCE,The Last Airbender,PYTHON,"Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone, Shaun Toub, Aasif Mandvi, Cliff Curtis, Seychelle Gabriel, Jessica Andres, Keong Sim, Summer Bishil, Francis Guinan, Katharine Houghton, Damon Gupton",USA,"April 8, 2020",2010,PG,104 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","In a world ravaged by the Fire nation's aggression toward the peaceful Air, Water and Earth nations, a young boy holds the key to restoring peace."
s2703,DATA SCIENCE,Tiffany Haddish: She Ready! From the Hood To Hollywood!,PYTHON,Tiffany Haddish,USA,"April 7, 2020",2017,TV-MA,66 min,Stand-Up Comedy,Comedic breakout Tiffany Haddish delivers a riotous stand-up ripe with the unpretentious and filthy tales of her meteoric rise to stardom.
s2704,DATA SCIENCE,Mine 9,PYTHON,"Terry Serpico, Kevin Sizemore, Mark Ashworth, Clint James, Drew Starkey, Erin Elizabeth Burns",USA,"April 6, 2020",2019,TV-MA,83 min,"Dramas, Independent Movies",A methane explosion leaves a group of miners trapped two miles deep into the earth with a small oxygen supply and desperate for any means of survival.
s2705,DATA SCIENCE,The Florida Project,PYTHON,"Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Valeria Cotto, Macon Blair, Caleb Landry Jones",USA,"April 6, 2020",2017,R,111 min,"Dramas, Independent Movies",A mischievous 6-year-old finds the magic in her own circumstances while living with her troubled mom in a budget motel near Disney World.
s2706,DATA SCIENCE,Dark Light,PYTHON,"Jessica Madsen, Opal Littleton, Ed Brody, Kristina Clifford, Ben Sullivan, Gerald Tyler, Weston Meredith",USA,"April 5, 2020",2019,TV-MA,90 min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy","Implicated in her daughter's disappearance, a mother searches for answers when she returns to an old family home that may have an unwanted visitor."
s2708,DATA SCIENCE,Angel Has Fallen,PYTHON,"Gerard Butler, Morgan Freeman, Nick Nolte, Danny Huston, Jada Pinkett Smith, Lance Reddick, Tim Blake Nelson, Piper Perabo",USA,"April 4, 2020",2019,R,121 min,Action & Adventure,Secret Service agent Mike Banning is caught in the crossfire when he’s framed for a deadly attack on the president and forced to run for his life.
s2710,DATA SCIENCE,Coffee & Kareem,PYTHON,"Ed Helms, Taraji P. Henson, Terrence Little Gardenhigh, Betty Gilpin",USA,"April 3, 2020",2020,TV-MA,88 min,"Action & Adventure, Comedies",An inept Detroit cop must team up with his girlfriend's foul-mouthed young son when their first crack at bonding time uncovers a criminal conspiracy.
s2711,DATA SCIENCE,Legacies,PYTHON,"Danielle Rose Russell, Aria Shahghasemi, Kaylee Bryant, Jenny Boyd, Quincy Fouse, Peyton Alex Smith, Matthew Davis, Archie L. Winston",USA,"April 3, 2020",2019,TV-14,2 Seasons,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows","Born into a rare supernatural bloodline, Hope Mikaelson attends a gifted private school to master her powers and control her innate urges for evil."
s2719,DATA SCIENCE,Community,PYTHON,"Ken Jeong, Jim Rash, Donald Glover, Joel McHale, Gillian Jacobs, Danny Pudi, Alison Brie, Chevy Chase, Yvette Nicole Brown",USA,"April 1, 2020",2015,TV-14,6 Seasons,TV Comedies,"When his degree is found bogus, lawyer Jeff Winger is sent back to college, where he meets students and teachers with credentials as dubious as his."
s2728,DATA SCIENCE,How to Fix a Drug Scandal,PYTHON,,USA,"April 1, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","Two drug lab chemists' shocking crimes cripple a state's judicial system and blur the lines of justice for lawyers, officials and thousands of inmates."
s2737,DATA SCIENCE,Man Like Mobeen,PYTHON,,UK,"April 1, 2020",2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies","Mobeen is trying to be a good friend, follow the faith and raise his teenage sister. Yet his past – and everyday life – complicates matters."
s2743,DATA SCIENCE,Sunderland 'Til I Die,PYTHON,,UK,"April 1, 2020",2020,TV-MA,2 Seasons,"British TV Shows, Docuseries, International TV Shows",This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.
s2744,DATA SCIENCE,The Iliza Shlesinger Sketch Show,PYTHON,"Ilana Becker, Kerry Coddett, Tarik Davis, Matthew Dellapina, David Ebert, Stink Fisher, Iliana Inocencio, Iliza Shlesinger",USA,"April 1, 2020",2020,TV-MA,1 Season,TV Comedies,"From the mind of comedian Iliza Shlesinger comes a fun, irreverent mix of kooky characters, sly social commentary and pop culture gags."
s2746,DATA SCIENCE,The Runaways,PYTHON,"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve, Scout Taylor-Compton, Alia Shawkat, Riley Keough, Johnny Lewis, Tatum O'Neal, Brett Cullen, Hannah Marks",USA,"April 1, 2020",2010,R,107 min,"Dramas, Independent Movies, Music & Musicals","This biopic charts the rise of the rebellious California girls who formed the 1970s rock group the Runaways, paving the way for future girl musicians."
s2747,DATA SCIENCE,The Windsors,PYTHON,"Harry Enfield, Haydn Gwynne, Hugh Skinner, Louise Ford, Richard Goulding, Matthew Cottle, Morgana Robinson, Celeste Dring, Katy Wix, Ellie White",UK,"April 1, 2020",2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies",The all-too-public trials and tribulations of England's royal family are reimagined as an over-the-top comedic soap opera.
s2750,DATA SCIENCE,Wildling,PYTHON,"Bel Powley, Brad Dourif, Liv Tyler, Collin Kelly-Sordelet, James Le Gros",USA,"April 1, 2020",2018,R,93 min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy","Confined to an attic for years by a man claiming to be her protector, teenage Anna is liberated and begins learning the rest of her terrifying story."
s2754,DATA SCIENCE,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,PYTHON,,USA,"March 31, 2020",2020,TV-MA,85 min,Stand-Up Comedy,"Dave Chappelle is awarded the prestigious Mark Twain Prize for American Humor in a star-studded ceremony from the Kennedy Center in Washington, D.C."
s2755,DATA SCIENCE,Greater,PYTHON,"Neal McDonough, Leslie Easterbrook, Christopher Severio, Michael Parks, Nick Searcy, Peter Gray Lewis, Fredric Lehne, M.C. Gainey, Texas Battle, Josh Emerson",USA,"March 31, 2020",2016,PG,131 min,"Children & Family Movies, Dramas, Sports Movies",Faith and determination transform a talentless football player at the University of Arkansas into an All-American in this inspiring true story.
s2758,DATA SCIENCE,Pretty Little Stalker,PYTHON,"Nicky Whelan, Ashley Rickards, Parker Mack, Jesse Hutch, Sierra McCormick, Heather Morris, Jason Cermak, Kourtney Hansen, Jane Harber, Cory Hart, Kim DeJesus",USA,"March 31, 2020",2018,TV-14,84 min,Thrillers,"When a self-help writer's advice goes wrong, she finds herself in the crosshairs of an obsessive young woman with a thirst for vengeance."
s2763,DATA SCIENCE,Rogue Warfare,PYTHON,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Chris Mulkey, Stephen Lang",USA,"March 28, 2020",2019,R,103 min,Action & Adventure,An elite international squad of uniquely skilled special forces is assembled to combat a rising underground terrorist threat in the Middle East.
s2764,DATA SCIENCE,Dragons: Rescue Riders: Hunt for the Golden Dragon,PYTHON,"Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, Jeff Bennett, Grey Griffin, Mary Elizabeth McGlynn",USA,"March 27, 2020",2020,TV-Y,46 min,"Children & Family Movies, Comedies","It's the treasure hunt of a lifetime for the Rescue Riders, who must race to find a precious golden dragon egg and protect it from evil pirates."
s2765,DATA SCIENCE,Happy!,PYTHON,"Christopher Meloni, Lili Mirojnick, Glenn Wein, Patrick Fischler, Toby Jaffe, Ritchie Coster, Grant Morrison, Pavun Shetty, Medina Senghore, Patton Oswalt",USA,"March 27, 2020",2019,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Comedies",A boozy ex-cop turned hit man thinks he's losing his marbles when a cartoon unicorn only he can see urges him to rescue a girl kidnapped by Santa.
s2768,DATA SCIENCE,Ozark,PYTHON,"Jason Bateman, Sofia Hublitz, Laura Linney, Skylar Gaertner, Jason Butler Harner, Esai Morales, Peter Mullan, Lisa Emery",USA,"March 27, 2020",2020,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers","A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss."
s2772,DATA SCIENCE,Uncorked,PYTHON,"Mamoudou Athie, Courtney B. Vance, Niecy Nash, Sasha Compère, Bernard D. Jones, Gil Ozeri, Matt McGorry, Meera Rohit Kumbhani",USA,"March 27, 2020",2020,TV-MA,104 min,"Dramas, Independent Movies",A young man feels torn between his dream of becoming a master sommelier and his father’s expectations that he’ll take over the family barbecue business.
s2779,DATA SCIENCE,Bethany Hamilton: Unstoppable,PYTHON,Bethany Hamilton,USA,"March 25, 2020",2019,PG,100 min,"Children & Family Movies, Documentaries, Sports Movies",This documentary follows the rising tide of Bethany Hamilton who lost her arm as a teen before making waves in pro surfing and her personal life.
s2780,DATA SCIENCE,Crip Camp: A Disability Revolution,PYTHON,,USA,"March 25, 2020",2020,R,108 min,Documentaries,"A groundbreaking summer camp galvanizes a group of teens with disabilities to help build a movement, forging a new path toward greater equality."
s2783,DATA SCIENCE,Tom Segura: Ball Hog,PYTHON,Tom Segura,USA,"March 24, 2020",2020,TV-MA,70 min,Stand-Up Comedy,"Tom Segura scores laughs with uncomfortably candid stories about mothers, fathers, following your dreams — and other things you'd rather not think about."
s2791,DATA SCIENCE,Greenhouse Academy,PYTHON,"Ariel Mortman, Finn Roberts, Chris O'Neal, Dallas Hart, Cinthya Carmona, Grace Van Dien, Benjamin Papac, Jessica Amlee, BJ Mitchell, Aviv Buchler, Nadine Ellis, Yiftach Mizrahi, Parker Stevenson, Ishai Golan, Selina Giles, Reina Hardesty",USA,"March 20, 2020",2020,TV-PG,4 Seasons,"Kids' TV, TV Dramas, Teen TV Shows","When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom."
s2792,DATA SCIENCE,Self Made: Inspired by the Life of Madam C.J. Walker,PYTHON,"Octavia Spencer, Tiffany Haddish, Carmen Ejogo, Blair Underwood, Garrett Morris, Kevin Carroll",USA,"March 20, 2020",2020,TV-MA,1 Season,TV Dramas,An African American washerwoman rises from poverty to build a beauty empire and become the first female self-made millionaire. Based on a true story.
s2794,DATA SCIENCE,The English Game,PYTHON,"Edward Holcroft, Kevin Guthrie, Charlotte Hope, Niamh Walsh, Craig Parkinson, James Harkness, Ben Batt, Gerard Kearns, Henry Lloyd-Hughes",UK,"March 20, 2020",2020,TV-14,1 Season,"British TV Shows, International TV Shows, TV Dramas",Two 19th-century footballers on opposite sides of a class divide navigate professional and personal turmoil to change the game — and England — forever.
s2795,DATA SCIENCE,The Letter for the King,PYTHON,"Amir Wilson, Ruby Ashbourne Serkis, Thaddea Graham, Islam Bouakkaz, Jonah Lees, Jack Barton, Nathanael Saleh, Emilie Cocquerel, Gijs Blom, Kemi-Bo Jacobs, David Wenham, Omid Djalili, Peter Ferdinando",UK,"March 20, 2020",2020,TV-PG,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure","A young knight in training contends with ancient prophecies, magical powers and fickle companions as he sets out on an epic quest to save his kingdom."
s2796,DATA SCIENCE,"Tiger King: Murder, Mayhem and Madness",PYTHON,,USA,"March 20, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding.
s2799,DATA SCIENCE,3022,PYTHON,"Omar Epps, Kate Walsh, Miranda Cosgrove, Angus Macfadyen, Jorja Fox, Enver Gjokaj, Haaz Sleiman",USA,"March 19, 2020",2019,R,91 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","Stranded when the Earth is suddenly destroyed in a mysterious cataclysm, the astronauts aboard a marooned space station slowly lose their minds."
s2802,DATA SCIENCE,AllI Wish,PYTHON,"Sharon Stone, Tony Goldwyn, Liza Lapira, Ellen Burstyn, Jason Gibson, Famke Janssen, Caitlin Fitzgerald, Gilles Marini, Erica Ash, Tom Paolino",USA,"March 18, 2020",2017,R,95 min,"Dramas, Romantic Movies","Over a series of birthdays, a happy-go-lucky, commitment-averse fashion designer strives to bring a bit of calm to her chaotic love life."
s2806,DATA SCIENCE,XV: Beyond the Tryline,PYTHON,,UK,"March 18, 2020",2016,TV-14,91 min,"Documentaries, Sports Movies","Set against the 2015 Rugby World Cup, this documentary captures the allure of rugby as told by fans, players and others who have touched the game."
s2807,DATA SCIENCE,Bert Kreischer: Hey Big Boy,PYTHON,Bert Kreischer,USA,"March 17, 2020",2020,TV-MA,62 min,Stand-Up Comedy,"Ever the stand-up party animal, comic Bert Kreischer riffs on parenting and family life, being a gun and pet owner, his dad discovering pot, and more."
s2809,DATA SCIENCE,We Speak Dance,PYTHON,Vandana Hart,USA,"March 17, 2020",2018,TV-MA,1 Season,Docuseries,Trained dancer Vandana Hart travels the world to learn traditional and urban dance styles from the local experts who know them best.
s2810,DATA SCIENCE,Search Party,PYTHON,"T.J. Miller, Adam Pally, Thomas Middleditch, Lance Reddick, Shannon Woodward, Alison Brie, Krysten Ritter, Jason Mantzoukas",USA,"March 16, 2020",2014,R,93 min,Comedies,"Two guys hope to reunite their friend with his runaway bride, unaware that he's been carjacked, stripped and stranded in the Mexican desert."
s2814,DATA SCIENCE,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein,PYTHON,,USA,"March 15, 2020",2019,TV-MA,1 Season,Docuseries,"This docuseries follows several incarcerated people as they pursue a college degree through the Bard Prison Initiative, a rigorous education program."
s2817,DATA SCIENCE,100 Humans,PYTHON,"Zainab Johnson, Sammy Obeid, Alie Ward",USA,"March 13, 2020",2020,TV-14,1 Season,"Docuseries, Science & Nature TV","One hundred hardy souls from diverse backgrounds participate in playful experiments exploring age, sex, happiness and other aspects of being human."
s2821,DATA SCIENCE,Justine,PYTHON,"Stephanie Turner, Glynn Turman, Daisy Prescott, Darby Stanchfield, Josh Stamberg, Bridget Kallal, Ravi Cabot-Conyers, Cleo King, Melanie Hutsell",USA,"March 13, 2020",2019,TV-MA,106 min,"Dramas, Independent Movies","A widowed, single mom takes a job caring for a young girl with spina bifida, and the two discover they have more in common than they realized."
s2823,DATA SCIENCE,Lost Girls,PYTHON,"Amy Ryan, Gabriel Byrne, Thomasin McKenzie, Lola Kirke, Oona Laurence, Dean Winters, Miriam Shor, Reed Birney, Kevin Corrigan, Stan Carp",USA,"March 13, 2020",2020,R,95 min,Dramas,"Desperate to find her missing daughter, a mother fights to uncover the truth — and helps expose a string of unsolved murders. Based on a true story."
s2826,DATA SCIENCE,Dirty Money,PYTHON,,USA,"March 11, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries","From crippling payday loans to cars that cheat emissions tests, this investigative series exposes brazen acts of corporate greed and corruption."
s2827,DATA SCIENCE,On My Block,PYTHON,"Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco, Julio Macias, Jessica Marie Garcia, Ronni Hawk, Peggy Ann Blow, Paula Garcés, Danny Ramirez",USA,"March 11, 2020",2020,TV-14,3 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas","In a rough inner-city Los Angeles neighborhood, four smart, funny and streetwise teens find their lifelong friendship tested as they begin high school."
s2830,DATA SCIENCE,Marc Maron: End Times Fun,PYTHON,Marc Maron,USA,"March 10, 2020",2020,TV-MA,71 min,Stand-Up Comedy,"Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end-times fantasy."
s2836,DATA SCIENCE,Miles Davis: Birth of the Cool,PYTHON,"Miles Davis, Carl Lumbly",USA,"March 6, 2020",2019,TV-MA,115 min,"Documentaries, Music & Musicals",Unpack the mythology of Miles Davis and learn the true story of a jazz legend with never-before-seen footage and celebrity interviews.
s2837,DATA SCIENCE,Spenser Confidential,PYTHON,"Mark Wahlberg, Winston Duke, Alan Arkin, Bokeem Woodbine, Iliza Shlesinger, Hope Olaide Wilson, Marc Maron",USA,"March 6, 2020",2020,R,111 min,"Action & Adventure, Comedies","Spenser, an ex-cop and ex-con, teams up with aspiring fighter Hawk to uncover a sinister conspiracy tied to the deaths of two Boston police officers."
s2839,DATA SCIENCE,Ugly Delicious,PYTHON,"David Chang, Peter Meehan",USA,"March 6, 2020",2020,TV-MA,2 Seasons,Docuseries,"All the flavor. None of the BS. Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub."
s2845,DATA SCIENCE,Lil Peep: Everybody’s Everything,PYTHON,Lil Peep,USA,"March 4, 2020",2019,TV-MA,116 min,"Documentaries, Music & Musicals","This intimate portrait depicts the rise of artist Lil Peep, whose genre-bending music attracted a massive following and ultimately defined his life."
s2850,DATA SCIENCE,Taylor Tomlinson: Quarter-Life Crisis,PYTHON,Taylor Tomlinson,USA,"March 3, 2020",2020,TV-MA,61 min,Stand-Up Comedy,"She's halfway through her 20s — and she's over it. Too old to party, too young to settle down, comedian Taylor Tomlinson takes aim at her life choices."
s2853,DATA SCIENCE,W.E.,PYTHON,"Abbie Cornish, Andrea Riseborough, James D'Arcy, Oscar Isaac, Richard Coyle, David Harbour, James Fox, Judy Parfitt, Haluk Bilginer, Geoffrey Palmer, Natalie Dormer",UK,"March 3, 2020",2011,R,119 min,"Dramas, Romantic Movies","This glossy ensemble drama juxtaposes the lives of famous divorcée Wallis Simpson and Wally Winthrop, a young 1990s housewife."
s2854,DATA SCIENCE,Fat Ballerina - David A. Arnold,PYTHON,David A. Arnold,USA,"March 2, 2020",2020,TV-MA,61 min,Stand-Up Comedy,"Finally comfortable in his skin, seasoned comic David A. Arnold shares his talent for doing nothing, how he's petty and why divorce saves marriages."
s2860,DATA SCIENCE,Frank & Lola,PYTHON,"Michael Shannon, Imogen Poots, Michael Nyqvist, Justin Long, Stella Schnabel, Rosanna Arquette, Emmanuelle Devos",USA,"March 1, 2020",2016,TV-MA,87 min,"Dramas, Thrillers",A talented Las Vegas chef falls in love with an aspiring fashion designer but turns violently jealous when he realizes that she's hiding dark secrets.
s2862,DATA SCIENCE,Ordinary World,PYTHON,"Billie Joe Armstrong, Fred Armisen, Judy Greer, Selma Blair, Chris Messina, Brian Baumgartner, John Doman, Madisyn Shipman, Kevin Corrigan, Mia Dillon, Lucas Papaelias",USA,"March 1, 2020",2016,TV-14,87 min,"Comedies, Dramas, Music & Musicals",A suburban dad having a midlife crisis throws a lavish 40th birthday party to celebrate his punk-rock past but discovers it's not easy going back.
s2864,DATA SCIENCE,There Will Be Blood,PYTHON,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier, Sydney McCallister, David Willis, David Warshofsky, Colton Woodward, Russell Harvard",USA,"March 1, 2020",2007,R,158 min,"Dramas, Independent Movies","An ambitious prospector strikes it rich and turns a simple village into a boomtown, stoking the ire of a charismatic young preacher."
s2868,DATA SCIENCE,All The Bright Places,PYTHON,"Elle Fanning, Justice Smith, Luke Wilson, Keegan-Michael Key, Alexandra Shipp, Lamar Johnson, Virginia Gardner, Kelli O'Hara, Felix Mallard, Sofia Hasmik",USA,"February 28, 2020",2020,TV-MA,109 min,"Dramas, Romantic Movies",Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.
s2875,DATA SCIENCE,Altered Carbon,PYTHON,"Joel Kinnaman, James Purefoy, Martha Higareda, Renée Elise Goldsberry, Dichen Lachman, Will Yun Lee, Kristin Lehman, Chris Conner, Ato Essandoh, Tamara Taylor, Byron Mann",USA,"February 27, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder."
s2881,DATA SCIENCE,I Am Not Okay With This,PYTHON,"Sophia Lillis, Wyatt Oleff, Kathleen Rose Perkins, Sofia Bryant, Richard Ellis, Sophia Tatum, David Theune, Zachary S. Williams, Aidan Wojtak-Hissong",USA,"February 26, 2020",2020,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy","Angsty Syd navigates high school awkwardness, family drama and an unrequited crush on her best friend while trying to rein in her budding superpowers."
s2884,DATA SCIENCE,The Trials of Gabriel Fernandez,PYTHON,,USA,"February 26, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.
s2887,DATA SCIENCE,Pete Davidson: Alive From New York,PYTHON,Pete Davidson,USA,"February 25, 2020",2020,TV-MA,50 min,Stand-Up Comedy,"Comedian and ""SNL"" star Pete Davidson drops a candid and intimate stand-up special shot live in New York City."
s2888,DATA SCIENCE,Full Count,PYTHON,"John Paul Kakos, Natalia Livingston, E. Roger Mitchell, Rick Hearst, Jason London, Victoria Elizabeth Staley, Adam Boyer",USA,"February 23, 2020",2019,TV-PG,110 min,"Children & Family Movies, Dramas, Faith & Spirituality","When tragic events force an aspiring baseball player to forgo his big league dreams and return home, saving the family farm grants him renewed purpose."
